sentence,item_start,item_end,amount_start,amount_end
"Last month, This season, I paid 37051 rupees for fish fingerlings.",49,65,32,37
"In March, Payment of 10366 ₹ was made for wheat seeds.",42,53,21,26
"In March, Received 2935 ₹ from selling nursery plants.",39,53,19,23
"A week ago, Paid full amount 31993 INR for Capsicum delivery.",43,51,29,34
"During the season, We spent 1303 Rs. on Grapes repair.",40,46,28,32
"In the evening, Carrot fetched 35169 INR at the auction.",16,22,31,36
"On Monday, The cost of tulip bulbs is 18870 rupees.",23,34,38,43
"In March, seed drill purchase came to 18412 ₹.",10,20,38,43
"Yesterday, Paid 33800 rupees to buy Capsicum.",36,44,16,21
"In the evening, Acquired Snake Gourd by paying 10552 Rs..",25,36,47,52
"In March, Amount paid for raspberry plants was 38839 rupees.",26,42,47,52
"Just now, cabbage plants is sold for 6770 ₹ today.",10,24,37,41
"A week ago, Jackfruit purchase came to 5768 INR.",12,21,39,43
"A week ago, I spent 41300 rupees on buffalo last month.",36,43,20,25
"Recently, Farmer earned 8812 ₹ from onion seeds sales.",36,47,24,28
"Early morning, I gave 16384 ₹ as investment for drip irrigation kit.",48,67,22,27
"Yesterday, Settled 26001 rupees for biogas plant purchase.",36,48,19,24
"On Monday, Market sale of buffalo gave 45980 ₹.",26,33,39,44
"Just now, They charged 22569 Rs. for marigold flowers.",37,53,23,28
"Around noon, I spent 43102 rupees on Pumpkin.",37,44,21,26
"On Monday, This season, I paid 20996 ₹ for guava.",43,48,31,36
"A week ago, The expense for Coconut was 27549 INR.",28,35,40,45
"Yesterday, Rs. 5608 was spent on poultry feed.",33,45,15,19
Sale price of pesticide was 23603 Rs..,14,23,28,33
"On Monday, farm fencing purchase came to 33572 rupees.",11,23,41,46
"Just now, We spent 20038 Rs. on biogas plant repair.",32,44,19,24
"Recently, Harvest of tomato plants brought in 45028 rupees.",21,34,46,51
"Early morning, butter price today is 12846 rupees.",15,21,37,42
"Just now, Bought apples today and paid 10366 Rs..",17,23,39,44
"Earlier today, Around noon, I spent 1844 ₹ on fertilizer.",46,56,36,40
"Last month, Custard Apple fetched 34236 Rs. at the auction.",12,25,34,39
"Recently, Spent 20304 Rs. on purchasing Watermelon for my farm.",40,50,16,21
"Just now, Plum was sold for 9085 INR yesterday.",10,14,28,32
"A week ago, The cost of mango tree is 7782 ₹.",24,34,38,42
"Recently, ₹40010 was given to buy banana plants.",34,47,11,16
"Last month, Farmer earned 32144 INR from grapes sales.",41,47,26,31
"A week ago, The bill for cabbage plants came to 25824 ₹.",25,39,48,53
"Just now, I gave 46031 ₹ as investment for Sweet Corn.",43,53,17,22
"Early morning, harvesting machine price today is 15332 ₹.",15,33,49,54
"Recently, Pumpkin purchase cost us 9293 ₹.",10,17,35,39
"During the season, I gave 6494 INR as investment for Radish.",53,59,26,30
"A week ago, Amount due for garlic bulbs is 3426 rupees.",27,39,43,47
"Last month, This season, I paid 44665 rupees for wind turbines.",49,62,32,37
"A week ago, Payment of 9565 rupees was made for Custard Apple.",48,61,23,27
"In March, For papaya, the price was 45184 rupees.",14,20,36,41
"Earlier today, lily bulbs price today is 14479 INR.",15,25,41,46
Today’s market rate for Sweet Corn is 6664 rupees.,24,34,38,42
"During the season, Amount paid for Radish was 12854 ₹.",35,41,46,51
"During the season, We sold silo repair for 35174 rupees today.",27,38,43,48
"Just now, Current rate of Cauliflower is 3865 Rs..",26,37,41,45
"In March, We sold Custard Apple for 17950 rupees today.",18,31,36,41
"Last month, Payment of 6068 ₹ was made for Apple.",43,48,23,27
"Just now, Today’s market rate for horses is 17043 Rs..",34,40,44,49
"During the season, This season, I paid 22782 Rs. for Peas.",53,57,39,44
"A week ago, Sweet Potato price today is 45698 INR.",12,24,40,45
"Today, Around noon, I spent 6735 ₹ on hay bales.",38,47,28,32
"On Monday, Spent 9174 ₹ on purchasing beehives for my farm.",38,46,17,21
"Earlier today, Got 32492 INR for cow this morning.",33,36,19,24
The bill for donkeys came to 42173 INR.,13,20,29,34
"Today, I gave 25975 Rs. as investment for blackberry plants.",42,59,14,19
"In the evening, Harvest of goat brought in 46208 INR.",27,31,43,48
"Today, Got 19630 ₹ for Pomegranate this morning.",23,34,11,16
"Earlier today, I spent 49262 INR on hay bales last month.",36,45,23,28
"On Monday, I gave 17950 ₹ as investment for cattle shed.",44,55,18,23
Farmer purchased beehives for 44075 Rs..,17,25,30,35
"Earlier today, Market sale of raspberry plants gave 35174 INR.",30,46,52,57
"A week ago, Got 1480 INR for Pumpkin this morning.",29,36,16,20
"Recently, raspberry plants was given for 45698 rupees per kilo.",10,26,41,46
"During the season, Amount due for tractor repair is 26347 Rs..",34,48,52,57
"Just now, They charged 7287 INR for Papaya.",36,42,23,27
"On Monday, Spent 14669 Rs. on purchasing farm fencing for my farm.",41,53,17,22
"During the season, fungicide is fetching 41098 ₹ this season.",19,28,41,46
"In the evening, Around noon, I spent 11471 ₹ on Watermelon.",48,58,37,42
"Yesterday, They charged 22385 INR for Snake Gourd.",38,49,24,29
Settled 16987 INR for tea leaves purchase.,22,32,8,13
Harvest of guava brought in 23823 rupees.,11,16,28,33
"During the season, Potato is sold for 36324 INR today.",19,25,38,43
"In March, The bill for fish fingerlings came to 24857 INR.",23,39,48,53
"Last month, We bought soybean seeds for 6064 INR at the weekly market.",22,35,40,44
"A week ago, Acquired Pumpkin by paying 23918 ₹.",21,28,39,44
"Recently, Received 5607 ₹ from selling Fig.",39,42,19,23
"Just now, This season, I paid 48109 Rs. for eggplant saplings.",44,61,30,35
"Last month, Bought Banana today and paid 23716 ₹.",19,25,41,46
"Recently, For blueberry plants, the price was 3286 Rs..",14,30,46,50
"Recently, The bill for Carrot came to 16574 INR.",23,29,38,43
Harvest of coffee beans brought in 45698 rupees.,11,23,35,40
"In March, Rs. 40601 was spent on Custard Apple.",33,46,14,19
"Just now, We bought cotton bales for 19474 rupees at the weekly market.",20,32,37,42
"Earlier today, chickens fetched 17950 ₹ at the auction.",15,23,32,37
"During the season, palm oil purchase came to 8328 Rs..",19,27,45,49
"In March, Used 20891 Rs. to buy Banana.",32,38,15,20
"In the evening, Sold Pumpkin in the market and earned 40629 Rs..",21,28,54,59
"A week ago, We bought solar panels for 23616 rupees at the weekly market.",22,34,39,44
"Yesterday, In the local market, Jackfruit is priced at 38712 rupees.",32,41,55,60
"During the season, I invested 41631 ₹ for buying rotavator.",49,58,30,35
"Early morning, Got 23189 rupees for milking machine this morning.",36,51,19,24
We spent 42051 rupees on ghee repair.,25,29,9,14
"During the season, Today’s market rate for farm fencing is 46619 rupees.",43,55,59,64
"Last month, Received 32280 rupees from selling sunflower seeds.",47,62,21,26
"Earlier today, Got 28765 INR for jackfruit this morning.",33,42,19,24
"Last month, Today’s market rate for solar water pump is 30167 Rs..",36,52,56,61
"In March, This season, I paid 30166 Rs. for nursery plants.",44,58,30,35
"Last month, Market sale of hay bales gave 12729 rupees.",27,36,42,47
"Yesterday, Bought milking machine today and paid 26689 INR.",18,33,49,54
"In the evening, Payment of 592 Rs. was made for Cabbage.",48,55,27,30
Bought guava today and paid 42360 Rs..,7,12,28,33
"Last month, Sold Custard Apple in the market and earned 18072 Rs..",17,30,56,61
"A week ago, I spent 24606 rupees on Peas last month.",36,40,20,25
"In March, The invoice for farm fencing shows 25093 ₹.",26,38,45,50
"Early morning, Payment of 44215 Rs. was made for pigs.",49,53,26,31
"A week ago, We sold Blueberry for 16987 rupees today.",20,29,34,39
"During the season, soil test kit is worth 20038 rupees now.",19,32,42,47
"Just now, Payment of 23243 rupees was made for sunflower seeds.",47,62,21,26
"Recently, goat pen purchase came to 12568 rupees.",10,18,36,41
"Just now, The market price of solar panels was 37961 rupees.",30,42,47,52
"In the evening, weed killer was sold for 45617 Rs. yesterday.",16,27,41,46
"In the evening, Amount paid for irrigation pipe was 27475 rupees.",32,47,52,57
"A week ago, Paid full amount 15042 ₹ for turmeric delivery.",41,49,29,34
"Just now, Peach was given for 22731 rupees per kilo.",10,15,30,35
"Last month, We spent 48447 rupees on Plum repair.",37,41,21,26
"Today, The market price of Orange was 25935 ₹.",27,33,38,43
"Earlier today, Sold pepper in the market and earned 23364 Rs..",20,26,52,57
"Just now, Quoted price for Pomegranate is 21652 Rs..",27,38,42,47
"Just now, We sold cocoa pods for 8507 ₹ today.",18,28,33,37
Advance of 15463 rupees paid for Watermelon.,33,43,11,16
"Just now, Purchased solar water pump at 45265 INR.",20,36,40,45
"Early morning, milk goes for 13327 Rs. these days.",15,19,29,34
"In March, Payment of 7103 ₹ was made for sprinkler system.",41,57,21,25
"Early morning, We spent 36060 rupees on Custard Apple repair.",40,53,24,29
"Early morning, jamun saplings purchase came to 5036 Rs..",15,29,47,51
"In March, This season, I paid 39989 rupees for Plum.",47,51,30,35
"During the season, We bought pepper for 29898 Rs. at the weekly market.",29,35,40,45
"Early morning, We bought Orange for 9844 rupees at the weekly market.",25,31,36,40
"A week ago, Total earnings from carrot seeds were 40783 Rs..",32,44,50,55
"Today, Kiwi purchase came to 26291 ₹.",7,11,29,34
"Just now, Farmer earned 47048 ₹ from irrigation pipe sales.",37,52,24,29
"In March, We sold turkeys for 23447 INR today.",18,25,30,35
"Recently, We sold coffee beans for 4741 ₹ today.",18,30,35,39
"Today, Market sale of Carrot gave 18284 rupees.",22,28,34,39
"On Monday, Acquired wheat seeds by paying 35169 INR.",20,31,42,47
"A week ago, The expense for raspberry plants was 33894 rupees.",28,44,49,54
"A week ago, Advance of 24296 rupees paid for water trough.",45,57,23,28
"A week ago, Today’s market rate for duck feed is 14990 rupees.",36,45,49,54
"Yesterday, Bought herbicide today and paid 22058 Rs..",18,27,43,48
"On Monday, Paid 17787 INR to buy Tamarind.",33,41,16,21
"Just now, Advance of 43090 Rs. paid for corn seeds.",40,50,21,26
"Earlier today, Sale price of herbicide was 22058 Rs..",29,38,43,48
"Today, Paid full amount 1506 rupees for cabbage plants delivery.",40,54,24,28
"Last month, Paid 40064 Rs. to buy marigold flowers.",34,50,17,22
"In the evening, Current rate of palm oil is 4543 rupees.",32,40,44,48
"Today, Settled 8812 ₹ for herbicide purchase.",26,35,15,19
"Just now, Paid 3708 rupees to buy Kiwi.",34,38,15,19
I spent 31315 ₹ on wind turbines last month.,19,32,8,13
"Last month, We sold onion seeds for 9790 ₹ today.",20,31,36,40
"Yesterday, Paid full amount 41778 Rs. for Mulberry delivery.",42,50,28,33
"In the evening, Sale price of banana tree was 5515 INR.",30,41,46,50
"Today, Bought hay bales today and paid 14154 rupees.",14,23,39,44
"Recently, The expense for Fig was 31906 rupees.",26,29,34,39
"During the season, ₹23752 was given to buy jackfruit.",43,52,20,25
"Just now, mango tree was sold for 230 ₹ yesterday.",10,20,34,37
"A week ago, Paid full amount 21240 rupees for Custard Apple delivery.",46,59,29,34
"A week ago, Purchased grapes at 1844 Rs..",22,28,32,36
"Early morning, For sugarcane, the price was 35447 ₹.",19,28,44,49
"Last month, Spent 42015 Rs. on purchasing fish feed for my farm.",42,51,18,23
"Last month, Amount paid for lychee was 30027 INR.",28,34,39,44
"In March, drip irrigation system was given for 29451 INR per kilo.",10,32,47,52
"On Monday, This season, I paid 5109 ₹ for Sweet Corn.",42,52,31,35
"Today, ₹38161 was given to buy rose plants.",31,42,8,13
"Recently, Got 29834 rupees for Sweet Corn this morning.",31,41,14,19
"Recently, Spent 35447 rupees on purchasing seed drill for my farm.",43,53,16,21
"Recently, We sold mango saplings for 11111 INR today.",18,32,37,42
"Earlier today, Settled 15080 Rs. for guava purchase.",37,42,23,28
"In the evening, We spent 9671 INR on grapes repair.",37,43,25,29
"Just now, Quoted price for Sweet Potato is 15219 INR.",27,39,43,48
"Earlier today, Sold tractor repair in the market and earned 43778 Rs..",20,34,60,65
"Today, Apple fetched 39020 rupees at the auction.",7,12,21,26
"Early morning, Got 2074 INR for banana tree this morning.",32,43,19,23
"During the season, ₹20884 was given to buy Orange.",43,49,20,25
"In the evening, Today, buffalo is sold for 10824 rupees.",23,30,43,48
"A week ago, Paid full amount 38775 ₹ for Brinjal delivery.",41,48,29,34
"On Monday, The invoice for goat shows 20497 Rs..",27,31,38,43
"On Monday, custard apple fetched 44499 ₹ at the auction.",11,24,33,38
"Yesterday, Amount paid for buffalo was 40080 Rs..",27,34,39,44
"Early morning, Paid full amount 43635 rupees for jackfruit tree delivery.",49,63,32,37
"On Monday, I spent 35499 ₹ on oranges last month.",30,37,19,24
"Recently, cattle shed fetched 10366 Rs. at the auction.",10,21,30,35
"Just now, I invested 36468 rupees for buying Plum.",45,49,21,26
Payment of 9387 Rs. was made for Apple.,33,38,11,15
"Early morning, Got 13078 rupees for drip irrigation kit this morning.",36,55,19,24
The invoice for Carrot shows 8240 rupees.,16,22,29,33
"In March, Harvested yogurt and sold for 39110 ₹.",20,26,40,45
"During the season, aquaculture supplies was sold for 11356 ₹ yesterday.",19,39,53,58
"Just now, The cost of Pomegranate is 6094 ₹.",22,33,37,41
"Last month, Amount paid for cheese was 37950 Rs..",28,34,39,44
"Earlier today, plough repair is sold for 6932 ₹ today.",15,28,41,45
"On Monday, The cost of Guava is 27697 INR.",23,28,32,37
"Just now, seedling trays fetched 202 Rs. at the auction.",10,24,33,36
"Earlier today, Today, Orange is sold for 17322 INR.",22,28,41,46
"Last month, Today, Bitter Gourd is sold for 42662 ₹.",19,31,44,49
"Early morning, eggplant saplings is sold for 29921 rupees today.",15,32,45,50
"Just now, cocoa pods goes for 5452 rupees these days.",10,20,30,34
"Last month, We bought rice seeds for 26098 ₹ at the weekly market.",22,32,37,42
"Recently, mango tree purchase cost us 14639 ₹.",10,20,38,43
"In March, Sale price of grapes was 19005 ₹.",24,30,35,40
"In the evening, Paid 21526 INR to buy Plum.",38,42,21,26
"On Monday, Farmer purchased sunflower seeds for 16384 ₹.",28,43,48,53
"In the evening, Purchased greenhouse setup at 25093 ₹.",26,42,46,51
"Earlier today, For Banana, the price was 25843 INR.",19,25,41,46
Mulberry goes for 14284 ₹ these days.,0,8,18,23
Acquired chili plants by paying 26551 rupees.,9,21,32,37
"In the evening, Used 20808 rupees to buy milking machine.",41,56,21,26
"Recently, I spent 17699 ₹ on tulip bulbs last month.",29,40,18,23
"In March, I gave 37013 rupees as investment for Beetroot.",48,56,17,22
We spent 19409 rupees on solar water pump repair.,25,41,9,14
"Today, apples is billed at 14002 INR.",7,13,27,32
"Today, Paid 16701 INR to buy Spinach.",29,36,12,17
"Just now, I invested 11944 Rs. for buying irrigation pipe.",42,57,21,26
"Just now, Sweet Corn fetched 18645 rupees at the auction.",10,20,29,34
"Today, This season, I paid 4770 ₹ for Lady Finger.",38,49,27,31
₹20340 was given to buy Snake Gourd.,24,35,1,6
"In March, Amount paid for jasmine plants was 31166 rupees.",26,40,45,50
"Last month, ₹37499 was given to buy Peas.",36,40,13,18
"Last month, Harvested carrot seeds and sold for 25088 Rs..",22,34,48,53
"Yesterday, In the local market, Peach is priced at 46331 INR.",32,37,51,56
"On Monday, Current rate of tea leaves is 11808 rupees.",27,37,41,46
"Earlier today, Rs. 33813 was spent on Papaya.",38,44,19,24
"Early morning, The cost of bonsai trees is 1637 rupees.",27,39,43,47
"On Monday, Today, biogas plant is sold for 29895 ₹.",18,30,43,48
"Just now, turkeys was given for 11673 Rs. per kilo.",10,17,32,37
